customer_id,age,gender,employment_status,annual_income,education_level,credit_history_length,num_previous_loans,num_defaults,avg_payment_delay_days,current_credit_score,loan_amount,loan_term_months,loan_purpose,collateral_present,identity_verified_on_chain,transaction_consistency_score,fraud_alert_flag,on_chain_credit_history,default_flag
CUST04487,29,F,employed,51038,Bachelor,13,5,1,9,689,70596,36,Crypto-Backed,No,1,0.66,0,1,1
CUST04488,37,F,employed,44390,Diploma,14,5,1,12,667,40237,12,Business,No,0,0.34,0,9,1
CUST04489,31,F,employed,36999,High School,17,2,0,13,609,28383,60,Mortgage,Yes,1,0.37,0,6,0
CUST04490,52,M,self-employed,62298,Master,14,2,2,20,628,47201,12,Education,Yes,1,0.35,0,2,1
CUST04491,30,F,employed,56848,Diploma,18,5,1,10,592,44600,48,Education,Yes,1,0.37,0,2,1
CUST04492,42,M,unemployed,39681,Bachelor,8,4,0,15,599,80257,12,Business,No,1,0.5,0,4,0
CUST04493,37,F,employed,33264,Diploma,20,6,1,12,658,85253,60,Car Loan,Yes,1,0.82,0,5,0
CUST04494,24,M,employed,27739,Master,20,3,1,17,666,70051,36,Car Loan,No,1,0.6,0,4,0
CUST04495,68,M,self-employed,28936,PhD,15,1,1,5,683,41083,60,Crypto-Backed,Yes,1,0.51,0,5,1
CUST04496,67,M,employed,39101,Bachelor,22,2,1,7,529,32075,24,Mortgage,Yes,1,0.38,0,5,1
CUST04497,45,F,unemployed,15163,Bachelor,16,1,1,10,771,3518,48,Car Loan,Yes,0,0.9,0,5,0
CUST04498,41,F,retired,39899,Master,9,3,0,10,638,96140,60,Crypto-Backed,Yes,1,0.52,0,3,0
CUST04499,57,F,unemployed,52048,Bachelor,4,4,2,11,520,59206,24,Car Loan,No,1,0.94,0,3,0
CUST04500,58,F,employed,31554,Master,8,6,1,7,544,41984,24,Car Loan,Yes,1,0.71,0,4,0
CUST04501,69,M,student,39657,Diploma,13,1,0,8,682,4571,24,Business,Yes,1,0.78,0,4,0
CUST04502,21,F,employed,44611,High School,21,6,0,11,704,16076,60,Education,Yes,0,0.99,0,3,0
CUST04503,45,F,unemployed,47266,Master,23,6,1,14,581,7857,12,Personal,Yes,1,0.87,1,4,1
CUST04504,56,F,employed,36998,Bachelor,9,2,1,7,715,13074,60,Crypto-Backed,Yes,1,0.66,0,1,0
CUST04505,37,F,employed,66410,Bachelor,23,5,0,14,808,94516,24,Personal,Yes,1,0.98,0,6,0
CUST04506,61,F,retired,40051,Master,0,4,0,9,575,25261,12,Car Loan,Yes,0,0.86,0,6,1
CUST04507,44,F,employed,20058,Master,23,5,1,8,503,34150,48,Car Loan,Yes,1,0.95,0,8,1
CUST04508,22,F,unemployed,34217,High School,21,2,1,9,592,88629,24,Education,No,1,0.42,0,4,1
CUST04509,60,F,employed,59472,Bachelor,19,4,1,16,618,16268,36,Mortgage,No,1,0.51,1,6,1
CUST04510,35,M,unemployed,58295,Bachelor,2,6,0,11,693,96974,60,Car Loan,Yes,1,0.63,0,3,0
CUST04511,52,M,retired,14203,Bachelor,15,4,0,12,648,47123,24,Personal,Yes,1,0.86,0,7,0
CUST04512,59,F,employed,35535,Diploma,4,3,0,13,776,7998,48,Crypto-Backed,Yes,1,0.78,0,3,0
CUST04513,26,F,self-employed,32086,High School,12,0,0,11,676,29441,60,Car Loan,Yes,1,0.68,1,2,0
CUST04514,21,F,self-employed,51686,High School,4,0,1,3,600,15321,24,Personal,Yes,1,0.85,0,4,0
CUST04515,67,F,student,22928,High School,22,2,1,10,628,95279,48,Crypto-Backed,Yes,1,0.76,0,1,0
CUST04516,43,M,employed,63399,Diploma,24,1,0,6,732,2713,12,Car Loan,No,1,0.59,1,10,0
CUST04517,59,M,self-employed,17951,Diploma,10,3,0,8,666,43872,24,Business,Yes,1,0.66,1,4,0
CUST04518,37,F,employed,37897,Bachelor,16,7,1,10,759,83465,24,Crypto-Backed,No,1,1.0,0,4,0
CUST04519,54,M,employed,21928,High School,24,0,1,13,598,38189,12,Car Loan,Yes,1,0.75,0,7,1
CUST04520,61,M,employed,49852,Bachelor,2,6,0,3,711,96388,12,Car Loan,No,1,0.72,0,2,0
CUST04521,49,F,self-employed,9127,Bachelor,21,5,1,11,667,61974,12,Personal,No,1,0.37,0,8,1
CUST04522,29,F,student,37428,Bachelor,5,1,1,5,602,4546,12,Education,Yes,1,0.61,0,6,0
CUST04523,33,F,employed,37133,Diploma,15,3,0,6,661,56546,60,Business,Yes,0,0.79,0,4,0
CUST04524,26,M,self-employed,26559,Diploma,19,3,1,5,620,86990,12,Business,No,1,0.7,0,12,0
CUST04525,26,M,self-employed,58279,Bachelor,1,3,2,13,666,60619,12,Education,No,1,0.91,0,1,0
CUST04526,40,F,employed,65555,Bachelor,4,1,0,8,588,68038,36,Business,No,1,0.33,0,6,1
CUST04527,23,F,student,33956,High School,18,6,0,11,678,85301,48,Mortgage,Yes,0,0.53,0,5,0
CUST04528,37,M,employed,41940,Diploma,19,2,0,11,494,57951,48,Crypto-Backed,Yes,0,0.64,0,6,0
CUST04529,69,M,employed,30740,Bachelor,21,6,0,11,639,56575,60,Mortgage,Yes,1,0.79,0,4,0
CUST04530,32,F,employed,21054,Bachelor,10,2,0,8,618,53561,60,Crypto-Backed,Yes,0,0.91,1,5,0
CUST04531,68,M,student,23234,PhD,22,3,0,9,698,68987,36,Car Loan,Yes,1,0.52,0,1,0
CUST04532,67,F,retired,23631,Master,17,1,0,12,699,86322,12,Mortgage,Yes,1,0.58,0,5,0
CUST04533,65,F,employed,58736,Diploma,2,2,0,15,677,98655,12,Crypto-Backed,No,1,0.37,0,2,0
CUST04534,21,M,employed,46450,Bachelor,11,5,0,9,659,65543,36,Education,No,1,0.31,1,6,0
CUST04535,37,M,employed,25703,Diploma,22,3,1,7,563,10625,12,Crypto-Backed,Yes,0,0.89,0,4,0
CUST04536,23,M,unemployed,27043,High School,12,3,1,9,740,83813,24,Crypto-Backed,Yes,1,0.91,0,6,0
CUST04537,46,F,self-employed,25044,Master,20,4,0,11,570,70034,48,Education,No,1,0.95,0,13,0
CUST04538,35,F,retired,11822,Diploma,19,2,1,13,746,41895,24,Crypto-Backed,Yes,1,0.66,1,2,0
CUST04539,56,F,unemployed,47787,High School,19,0,0,13,764,33258,36,Car Loan,Yes,1,0.69,0,4,0
CUST04540,52,F,student,38091,PhD,8,3,0,11,720,49221,60,Personal,Yes,1,0.62,0,9,0
CUST04541,52,F,self-employed,65646,High School,8,4,0,6,673,74755,36,Personal,Yes,1,0.62,0,3,0
CUST04542,24,F,employed,8747,Diploma,6,7,1,16,647,17774,48,Personal,Yes,1,0.71,0,7,0
CUST04543,38,M,unemployed,52723,High School,0,4,1,8,651,15925,36,Crypto-Backed,Yes,0,0.53,0,8,0
CUST04544,69,F,employed,54054,Bachelor,0,3,1,11,584,94379,24,Business,Yes,1,0.87,1,4,0
CUST04545,39,F,employed,56025,Diploma,18,0,3,7,640,50021,12,Personal,No,0,0.8,0,3,1
CUST04546,63,F,employed,43684,Bachelor,2,4,0,10,715,95619,24,Mortgage,Yes,1,0.72,0,6,0
CUST04547,55,F,self-employed,53841,PhD,6,1,0,16,553,58892,48,Crypto-Backed,No,1,0.7,0,6,1
CUST04548,60,M,self-employed,44586,Bachelor,11,8,1,9,772,73010,60,Crypto-Backed,Yes,0,0.78,0,6,1
CUST04549,34,F,self-employed,28771,Diploma,15,2,1,13,839,42340,36,Car Loan,No,1,0.42,0,2,1
CUST04550,53,M,employed,33981,Master,12,3,1,11,684,48953,48,Crypto-Backed,Yes,1,0.83,0,4,1
CUST04551,34,M,self-employed,33581,Bachelor,17,6,0,6,712,51380,36,Education,No,1,0.92,0,5,0
CUST04552,54,F,employed,57457,Bachelor,23,4,0,12,671,82199,48,Crypto-Backed,Yes,1,0.74,0,5,0
CUST04553,24,F,self-employed,59191,High School,16,1,1,10,608,51474,36,Education,Yes,0,0.96,0,5,1
CUST04554,44,M,employed,52218,High School,23,3,1,8,665,22318,24,Crypto-Backed,Yes,1,0.41,0,4,1
CUST04555,49,M,unemployed,40919,Bachelor,8,0,0,4,673,26146,12,Car Loan,No,1,0.37,0,3,1
CUST04556,39,F,unemployed,9138,Bachelor,13,1,1,5,660,86156,24,Education,No,1,0.72,0,6,0
CUST04557,26,M,unemployed,52354,High School,4,7,2,13,812,14418,24,Crypto-Backed,No,0,0.82,0,3,0
CUST04558,53,F,unemployed,51724,High School,10,2,1,6,785,72649,36,Crypto-Backed,Yes,0,0.43,0,5,1
CUST04559,69,F,self-employed,44272,High School,19,1,2,5,683,49003,60,Business,No,1,0.46,0,3,1
CUST04560,60,M,employed,47190,High School,5,1,0,11,531,21780,48,Car Loan,Yes,1,0.68,0,1,0
CUST04561,39,F,self-employed,27824,High School,5,2,2,12,640,55690,24,Crypto-Backed,No,1,0.94,0,3,0
CUST04562,21,F,employed,34849,Diploma,23,1,1,8,669,81147,60,Education,No,1,0.32,0,4,0
CUST04563,25,F,employed,27690,Master,7,3,0,10,699,68870,24,Crypto-Backed,No,0,0.38,0,5,0
CUST04564,47,M,employed,37669,Bachelor,0,2,0,4,581,52200,24,Education,No,1,0.86,0,6,0
CUST04565,36,M,student,53155,Bachelor,8,4,0,6,777,60096,24,Personal,No,1,0.95,1,7,0
CUST04566,26,M,employed,46580,Diploma,9,1,0,8,537,81070,60,Personal,No,1,0.87,0,7,0
CUST04567,60,F,employed,24334,High School,16,1,0,10,624,5663,24,Business,Yes,1,0.76,0,5,0
CUST04568,33,M,retired,67480,Bachelor,2,3,3,13,681,70300,60,Car Loan,No,1,0.89,0,3,1
CUST04569,68,M,unemployed,42595,Diploma,22,4,1,10,505,55606,24,Car Loan,Yes,1,0.87,1,6,1
CUST04570,55,M,employed,29889,Master,20,4,0,6,528,63835,24,Business,No,1,0.86,0,9,1
CUST04571,39,F,student,35483,High School,21,2,2,11,618,2160,12,Car Loan,No,1,0.97,0,4,0
CUST04572,32,F,employed,31677,Bachelor,12,1,0,10,663,7598,12,Business,Yes,1,0.98,0,5,0
CUST04573,36,M,unemployed,43392,Diploma,7,3,0,12,632,99372,36,Mortgage,Yes,0,0.46,1,4,0
CUST04574,63,M,self-employed,20158,Master,19,2,2,16,557,92952,24,Mortgage,Yes,1,0.7,0,1,1
CUST04575,30,M,self-employed,44415,Bachelor,13,2,2,11,609,62978,12,Education,Yes,1,0.56,1,4,1
CUST04576,45,F,unemployed,52601,Master,19,1,1,10,653,58345,60,Personal,Yes,1,0.71,0,5,0
CUST04577,40,M,employed,49895,Bachelor,7,6,1,12,795,38262,60,Car Loan,No,1,0.89,0,6,0
CUST04578,51,F,employed,43972,Diploma,18,0,0,7,581,83673,12,Mortgage,No,1,0.55,0,4,0
CUST04579,24,F,self-employed,48634,PhD,12,2,0,9,637,38507,12,Education,Yes,1,0.67,0,4,0
CUST04580,64,F,employed,45885,Diploma,5,3,2,5,573,26325,36,Business,Yes,0,0.78,0,1,1
CUST04581,43,M,retired,55699,Master,3,4,0,9,622,95142,36,Car Loan,Yes,0,0.65,0,4,0
CUST04582,22,M,employed,36407,High School,5,3,0,13,665,14256,12,Education,Yes,1,0.98,0,6,0
CUST04583,42,F,employed,26296,High School,19,2,1,6,547,32060,24,Education,Yes,1,0.62,0,6,1
CUST04584,57,F,self-employed,45485,Diploma,1,3,1,3,754,31062,36,Crypto-Backed,No,1,0.69,0,3,0
CUST04585,28,F,employed,56256,Bachelor,9,6,0,21,504,10746,60,Business,No,1,0.56,0,5,0
CUST04586,27,F,employed,34141,Bachelor,10,4,0,8,598,44531,24,Personal,Yes,1,0.36,0,5,1
CUST04587,34,M,employed,63963,High School,10,3,0,11,662,84310,48,Mortgage,Yes,0,0.84,0,5,0
CUST04588,23,M,retired,45723,Bachelor,2,5,0,9,596,66589,12,Business,No,1,0.84,0,5,0
CUST04589,36,F,employed,53925,High School,10,2,1,4,732,47882,24,Education,No,1,0.65,0,1,1
CUST04590,39,F,employed,22574,PhD,7,0,0,19,631,37060,36,Personal,Yes,1,0.32,1,5,0
CUST04591,38,F,employed,51863,Diploma,16,5,1,7,688,1692,48,Education,Yes,1,0.38,0,7,1
CUST04592,36,M,employed,47019,Diploma,21,2,0,7,761,70055,24,Car Loan,Yes,1,0.76,0,6,0
CUST04593,28,F,employed,71679,Diploma,24,5,0,8,643,16375,36,Car Loan,Yes,1,0.44,0,4,0
CUST04594,53,M,unemployed,47739,Master,0,1,0,3,538,45092,48,Personal,Yes,0,0.48,0,5,1
CUST04595,69,F,retired,49807,Bachelor,15,8,0,11,623,84435,48,Education,Yes,0,0.92,0,5,0
CUST04596,32,M,employed,27698,Diploma,19,1,1,8,669,66823,60,Mortgage,Yes,0,0.95,0,6,0
CUST04597,31,M,self-employed,44760,Bachelor,6,8,1,9,630,98653,48,Car Loan,Yes,0,0.66,0,6,0
CUST04598,25,F,retired,57186,Master,21,4,0,13,623,97135,48,Mortgage,Yes,1,0.88,0,1,0
CUST04599,47,M,employed,34800,Diploma,21,5,0,16,651,3979,24,Mortgage,Yes,1,0.78,0,2,0
CUST04600,32,M,employed,29321,High School,24,1,1,18,721,99531,24,Crypto-Backed,No,1,0.79,0,7,0
CUST04601,37,M,student,70131,Bachelor,7,0,0,6,726,5360,48,Mortgage,Yes,1,0.57,0,6,1
CUST04602,26,M,unemployed,35835,Bachelor,12,2,0,15,647,59608,12,Personal,No,1,0.79,0,7,0
CUST04603,53,F,employed,53575,High School,4,1,0,9,696,51680,36,Crypto-Backed,Yes,1,0.45,0,0,0
CUST04604,25,F,employed,32832,Bachelor,17,2,0,11,647,36305,12,Education,Yes,1,0.79,0,11,0
CUST04605,48,F,employed,33431,Bachelor,11,2,0,8,663,61360,60,Personal,No,1,0.74,0,8,0
CUST04606,34,F,employed,38157,Bachelor,15,6,0,9,767,89639,12,Business,Yes,1,0.92,0,6,0
CUST04607,25,F,unemployed,48595,PhD,2,7,0,17,579,26650,48,Car Loan,No,1,0.59,0,5,1
CUST04608,53,M,self-employed,57521,Diploma,11,2,1,5,701,3551,60,Mortgage,No,1,0.94,1,1,1
CUST04609,68,M,self-employed,31587,Bachelor,18,1,2,9,618,36412,12,Education,Yes,1,0.69,0,6,0
CUST04610,61,M,employed,56809,High School,19,3,0,17,698,62175,48,Mortgage,No,1,0.95,0,9,0
CUST04611,39,M,employed,42075,Master,17,2,1,9,722,13318,48,Personal,Yes,1,0.31,0,4,0
CUST04612,42,F,employed,37360,High School,7,2,0,14,749,19288,24,Education,Yes,0,0.34,0,3,0
CUST04613,25,F,unemployed,48392,Master,23,2,0,11,677,38581,24,Business,No,0,0.86,0,2,0
CUST04614,22,M,self-employed,61436,Diploma,12,2,1,7,661,30272,60,Personal,Yes,1,0.86,0,4,0
CUST04615,50,F,employed,47733,Diploma,7,2,1,6,632,90350,36,Education,No,0,0.45,1,4,0
CUST04616,67,M,employed,29101,Diploma,9,4,0,7,473,97332,48,Crypto-Backed,No,1,0.99,0,4,1
CUST04617,59,M,unemployed,42192,PhD,13,5,1,14,698,26601,48,Car Loan,Yes,1,0.79,0,1,1
CUST04618,24,F,self-employed,48432,PhD,14,2,1,6,675,77386,48,Personal,No,1,0.56,0,6,0
CUST04619,53,F,employed,31100,PhD,20,1,0,9,587,89374,60,Education,No,1,0.69,0,3,1
CUST04620,33,F,employed,44213,Bachelor,14,1,1,12,719,89587,12,Education,Yes,1,0.4,0,6,0
CUST04621,40,F,employed,29225,High School,5,5,0,7,651,31388,12,Business,No,1,0.75,0,3,0
CUST04622,27,F,unemployed,49513,Diploma,13,0,1,9,717,11314,48,Education,No,1,0.44,0,8,0
CUST04623,35,F,self-employed,61968,Diploma,5,6,0,8,617,7543,36,Education,Yes,0,0.93,0,9,0
CUST04624,43,F,unemployed,38786,Bachelor,22,4,0,14,592,48749,36,Mortgage,No,1,0.4,1,1,1
CUST04625,34,M,student,51181,Bachelor,0,6,1,8,613,87960,24,Business,No,1,0.73,0,4,0
CUST04626,43,F,retired,55374,Bachelor,9,3,1,10,759,23282,12,Crypto-Backed,No,1,0.8,0,5,0
CUST04627,39,M,employed,33564,High School,18,2,1,7,525,68654,48,Personal,Yes,1,0.58,0,8,1
CUST04628,49,M,employed,46349,Bachelor,10,4,0,8,615,30026,36,Business,No,0,0.51,0,1,0
CUST04629,40,F,employed,57077,PhD,2,2,0,12,651,71971,12,Business,Yes,0,0.92,0,1,0
CUST04630,49,M,employed,64552,Bachelor,22,4,2,8,675,82799,24,Car Loan,Yes,1,0.51,0,5,0
CUST04631,44,F,unemployed,35825,Master,5,5,1,10,668,62957,48,Education,Yes,1,0.97,0,6,1
CUST04632,38,M,student,23093,Bachelor,8,3,0,14,719,68388,60,Mortgage,Yes,1,0.56,0,7,1
CUST04633,30,M,self-employed,48754,High School,24,3,1,11,660,22130,48,Crypto-Backed,Yes,1,0.61,0,5,1
CUST04634,61,M,employed,43432,PhD,8,1,0,5,557,76086,48,Education,No,1,0.65,0,3,0
CUST04635,28,F,employed,40455,High School,3,1,1,11,721,14842,12,Personal,No,0,0.67,0,6,0
CUST04636,46,M,employed,32209,High School,2,5,0,11,673,23307,12,Car Loan,No,1,0.5,0,7,0
CUST04637,49,M,unemployed,53262,High School,19,4,0,15,634,56361,12,Education,Yes,1,0.78,0,5,0
CUST04638,30,M,employed,31170,Bachelor,18,1,1,14,798,12141,36,Business,No,1,0.51,0,6,1
CUST04639,37,F,employed,29870,Bachelor,22,5,0,8,579,36314,24,Crypto-Backed,Yes,1,0.77,1,7,1
CUST04640,22,M,employed,38015,High School,10,1,1,12,669,22004,12,Education,Yes,0,0.54,0,9,0
CUST04641,26,F,retired,53933,PhD,18,5,1,11,663,93586,24,Education,No,1,0.89,0,5,0
CUST04642,25,M,self-employed,19654,Master,16,3,0,12,536,99868,12,Business,Yes,0,0.51,0,1,0
CUST04643,48,M,student,24777,Diploma,7,3,1,9,570,60635,36,Personal,Yes,1,0.73,0,5,1
CUST04644,61,M,unemployed,27706,Bachelor,5,8,1,9,660,2813,24,Education,Yes,0,0.88,0,4,1
CUST04645,25,F,self-employed,69748,Master,4,4,0,16,664,90675,36,Mortgage,No,1,0.43,0,8,0
CUST04646,38,M,employed,44237,Diploma,7,2,0,12,680,11659,60,Crypto-Backed,Yes,1,0.37,0,7,0
CUST04647,46,M,employed,24358,Diploma,7,1,0,10,642,35693,60,Personal,Yes,1,0.4,0,8,0
CUST04648,40,M,self-employed,38035,Diploma,2,4,0,8,623,26033,36,Business,Yes,1,0.46,0,5,0
CUST04649,61,M,student,51597,Master,18,4,0,9,719,53485,24,Education,No,1,0.71,0,6,0
CUST04650,69,F,employed,69999,Bachelor,15,4,0,15,473,14690,60,Mortgage,Yes,0,0.68,0,7,1
CUST04651,47,M,employed,16924,Bachelor,9,1,0,5,729,99350,48,Car Loan,Yes,1,0.98,0,5,0
CUST04652,69,M,self-employed,23880,Bachelor,22,5,0,10,583,92997,60,Business,Yes,1,0.53,0,7,0
CUST04653,32,M,employed,34925,Diploma,2,5,0,9,607,61713,24,Mortgage,No,1,0.32,0,11,0
CUST04654,27,M,self-employed,35453,High School,8,4,0,8,654,6173,24,Personal,Yes,1,0.58,0,5,0
CUST04655,23,F,employed,35213,High School,7,3,1,9,633,83894,24,Mortgage,No,0,0.92,0,6,1
CUST04656,30,M,employed,38316,High School,7,3,0,9,610,41129,12,Mortgage,Yes,1,0.95,0,6,0
CUST04657,54,M,employed,70430,High School,24,2,0,10,740,80756,48,Mortgage,No,1,0.34,0,4,0
CUST04658,45,F,self-employed,21014,Diploma,7,6,1,9,742,53833,12,Crypto-Backed,No,1,0.82,0,9,0
CUST04659,55,M,self-employed,42397,Bachelor,19,1,2,6,835,17851,60,Crypto-Backed,Yes,1,0.4,0,6,0
CUST04660,36,M,employed,48414,High School,6,7,0,10,682,91926,60,Car Loan,No,0,0.65,1,8,0
CUST04661,22,M,student,18225,Bachelor,13,4,1,16,628,99229,12,Car Loan,Yes,1,0.99,0,7,1
CUST04662,44,F,employed,61513,High School,21,4,0,15,666,75689,24,Personal,No,1,0.82,0,6,0
CUST04663,30,M,employed,37647,Bachelor,16,3,0,7,784,55185,60,Mortgage,Yes,1,0.94,0,2,0
CUST04664,58,F,self-employed,23744,Bachelor,11,2,0,8,666,23491,36,Business,Yes,1,0.43,0,6,0
CUST04665,42,F,employed,63201,Diploma,4,2,1,10,613,30862,60,Education,Yes,0,0.34,0,3,1
CUST04666,46,F,self-employed,50219,Diploma,1,2,1,10,616,29042,48,Crypto-Backed,No,0,0.73,0,6,1
CUST04667,63,F,retired,31860,Bachelor,24,5,0,12,644,99915,60,Personal,Yes,1,0.64,0,4,0
CUST04668,59,F,self-employed,50875,Bachelor,14,8,0,9,624,28733,24,Personal,Yes,1,0.57,0,7,0
CUST04669,47,F,self-employed,45815,High School,10,2,0,8,610,79138,36,Mortgage,No,0,0.62,0,6,0
CUST04670,49,F,self-employed,16952,Bachelor,14,4,2,10,582,30217,12,Education,Yes,1,0.42,0,5,1
CUST04671,67,M,employed,18418,Diploma,12,5,1,7,703,22607,24,Mortgage,No,1,0.74,0,7,0
CUST04672,58,M,employed,45051,Diploma,18,1,0,2,600,92830,48,Education,Yes,1,0.91,0,6,0
CUST04673,40,F,employed,13428,High School,11,5,0,12,603,32391,36,Mortgage,No,0,0.63,0,7,0
CUST04674,47,F,retired,55081,Bachelor,14,5,0,12,664,97275,60,Business,No,1,0.38,0,2,0
CUST04675,61,F,employed,19286,Bachelor,11,2,0,13,725,18717,12,Car Loan,Yes,0,0.94,1,3,1
CUST04676,40,F,employed,53809,Master,22,2,3,13,636,7119,48,Personal,No,1,0.34,0,3,0
CUST04677,64,F,student,61352,Master,17,1,2,6,549,34802,36,Mortgage,Yes,1,0.86,0,9,0
CUST04678,39,F,unemployed,47344,Diploma,22,4,0,14,590,96574,36,Car Loan,No,1,0.72,0,10,1
CUST04679,40,M,retired,5000,Master,3,4,0,12,715,47920,24,Mortgage,Yes,1,0.71,1,9,0
CUST04680,55,M,self-employed,56804,Bachelor,10,4,0,7,548,16316,24,Personal,No,0,0.75,0,8,0
CUST04681,67,F,employed,33451,Diploma,21,4,0,10,599,93594,24,Car Loan,No,0,0.84,0,6,0
CUST04682,22,F,unemployed,39136,Master,14,2,2,9,499,55965,36,Education,Yes,1,0.93,0,5,1
CUST04683,50,F,employed,28850,Bachelor,24,4,1,9,529,94600,60,Car Loan,Yes,0,0.98,0,5,1
CUST04684,54,M,employed,65231,Bachelor,23,3,1,5,553,49800,36,Mortgage,Yes,0,0.48,0,5,1
CUST04685,42,F,unemployed,42661,High School,24,2,2,8,668,92356,36,Personal,No,1,0.62,0,3,0
CUST04686,23,M,self-employed,33908,Bachelor,4,2,1,12,577,57847,12,Crypto-Backed,Yes,1,0.45,0,5,0
CUST04687,26,M,student,60091,High School,4,2,0,9,577,4499,60,Business,Yes,1,0.44,0,7,0
CUST04688,35,M,retired,53192,Diploma,19,3,1,3,608,24551,60,Personal,Yes,1,0.99,0,7,1
CUST04689,47,F,student,23013,PhD,24,1,0,7,756,12922,48,Car Loan,Yes,1,0.82,0,7,0
CUST04690,30,F,employed,45010,High School,9,4,0,8,585,8827,36,Crypto-Backed,Yes,0,0.84,1,1,1
CUST04691,29,M,self-employed,43304,Diploma,23,4,1,11,698,52754,24,Personal,No,1,0.86,0,5,1
CUST04692,53,M,unemployed,17918,Master,21,7,1,14,793,38739,60,Personal,No,1,0.57,0,6,0
CUST04693,52,M,retired,52406,Diploma,9,5,0,9,708,72578,36,Business,Yes,1,0.34,0,3,0
CUST04694,68,M,employed,39564,Diploma,21,2,2,8,616,16892,48,Car Loan,Yes,1,0.96,0,3,1
CUST04695,26,F,employed,72267,Bachelor,5,6,0,15,623,44907,24,Personal,Yes,1,0.9,0,7,0
CUST04696,61,M,student,61146,High School,5,8,1,13,683,68086,60,Mortgage,No,1,0.96,0,1,1
CUST04697,56,F,employed,43331,PhD,22,5,1,10,711,2720,48,Personal,Yes,1,0.53,0,3,0
CUST04698,22,M,self-employed,38689,Diploma,5,0,0,14,584,49307,36,Personal,Yes,1,0.73,0,8,0
CUST04699,49,F,employed,9329,Bachelor,23,1,0,8,584,3377,24,Car Loan,Yes,1,0.31,0,6,0
CUST04700,24,M,employed,52635,Diploma,6,5,0,11,704,8561,60,Personal,Yes,0,0.97,0,2,0
CUST04701,21,F,unemployed,38974,Diploma,17,2,1,8,617,20401,24,Education,No,1,0.65,1,5,1
CUST04702,39,F,employed,32988,High School,3,1,1,8,651,23310,60,Education,Yes,1,0.59,0,7,1
CUST04703,46,F,self-employed,40322,High School,13,2,0,12,702,68789,60,Car Loan,No,0,0.73,1,4,0
CUST04704,45,M,employed,63293,Bachelor,10,4,2,12,659,51739,12,Crypto-Backed,Yes,1,0.61,0,8,1
CUST04705,30,F,employed,60469,Bachelor,6,3,0,14,690,81569,60,Car Loan,Yes,1,0.35,0,4,0
CUST04706,35,M,employed,60428,Master,17,1,1,9,626,14183,60,Personal,Yes,0,0.38,0,4,0
CUST04707,42,F,unemployed,24426,High School,19,5,0,10,750,11668,12,Car Loan,Yes,1,0.43,0,4,0
CUST04708,68,F,employed,63694,Diploma,1,7,0,14,634,10862,60,Business,Yes,0,0.42,0,7,0
CUST04709,41,M,self-employed,32648,High School,1,5,1,10,680,98826,12,Mortgage,Yes,1,0.88,1,6,1
CUST04710,42,F,self-employed,51193,Diploma,6,2,0,15,636,99953,48,Education,Yes,1,0.36,0,8,1
CUST04711,56,F,self-employed,49412,Diploma,10,0,0,7,713,88042,60,Mortgage,Yes,1,0.85,0,7,0
CUST04712,54,M,self-employed,37885,Diploma,17,2,0,12,608,7127,24,Crypto-Backed,No,1,0.3,0,7,0
CUST04713,50,F,employed,43213,Diploma,19,3,1,9,669,38945,60,Personal,No,0,0.34,0,2,0
CUST04714,45,F,employed,15351,Bachelor,6,1,0,8,602,3761,12,Crypto-Backed,No,1,0.57,0,6,0
CUST04715,65,F,self-employed,40884,Bachelor,21,5,0,8,619,31418,48,Education,No,1,0.43,0,4,0
CUST04716,48,F,employed,36468,Diploma,19,7,0,15,707,95162,48,Car Loan,No,1,0.94,0,8,0
CUST04717,21,M,student,72946,High School,24,3,0,11,631,80465,36,Mortgage,Yes,1,0.35,0,6,0
CUST04718,69,F,unemployed,40433,Bachelor,4,1,0,13,647,60388,48,Mortgage,Yes,1,0.96,0,8,0
CUST04719,65,F,employed,29280,Master,1,1,1,16,605,24219,24,Business,Yes,0,0.91,0,7,0
CUST04720,24,F,self-employed,41727,High School,13,5,2,10,608,16977,12,Mortgage,Yes,0,0.72,0,6,0
CUST04721,27,F,student,29922,Bachelor,6,2,1,12,815,71697,12,Personal,Yes,1,0.9,0,5,1
CUST04722,69,F,employed,18716,Bachelor,9,3,0,8,727,65971,48,Education,No,1,0.47,0,4,0
CUST04723,29,F,unemployed,46180,Bachelor,17,5,1,11,656,26137,48,Business,No,1,0.51,0,8,1
CUST04724,56,F,employed,40115,Master,7,4,1,15,598,61085,24,Car Loan,No,0,0.54,0,2,1
CUST04725,39,F,self-employed,54897,PhD,22,3,0,14,602,3472,48,Business,No,1,0.98,0,5,0
CUST04726,21,M,student,61840,High School,15,2,0,10,551,94595,24,Education,Yes,1,0.56,0,7,1
CUST04727,30,M,self-employed,68339,Master,13,2,1,7,821,59177,24,Personal,Yes,1,0.94,0,7,1
CUST04728,56,M,self-employed,43445,Bachelor,8,2,0,10,585,39841,12,Education,No,1,0.53,0,4,0
CUST04729,29,M,student,50373,Diploma,5,0,0,8,575,7620,36,Business,Yes,1,0.64,0,5,0
CUST04730,65,F,unemployed,44223,Bachelor,6,2,0,8,652,93276,60,Crypto-Backed,Yes,1,0.5,0,8,0
CUST04731,66,F,self-employed,5212,PhD,8,3,0,9,524,14518,24,Crypto-Backed,No,1,0.83,0,2,0
